sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-000585,Vitaxel Loción antiimperfecciones gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,10.32,Yes,0,Vitaxel,PADRE-01144,presentacion,gel 150ml
FAR-003590,Aliviax Pasta infantil 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,2.57,Yes,0,Aliviax,PADRE-00932,presentacion,75ml
FAR-004454,PuntoFarma Alcohol 70% spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,2.16,Yes,0,PuntoFarma,PADRE-00772,presentacion,spray 100ml
FAR-002855,Botica Real Pasta blanqueante sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,9.62,Yes,5,Botica Real,PADRE-00894,presentacion,sensitive 75ml
FAR-001439,"Bienestar Plus Pañal aqua pure talla 2, 44 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,19.60,Yes,20,Bienestar Plus,PADRE-01036,presentacion,"talla 2, 44 unidades"
FAR-002460,Vitalnova Alcohol 70% spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,9.93,Yes,0,Vitalnova,PADRE-00775,presentacion,spray 60ml
FAR-004699,Bruma Salud Magnesio bisglicinato 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,18.53,No,0,Bruma Salud,PADRE-00482,presentacion,500mg 60 comprimidos
FAR-004973,Nortfarma Agua de mar solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.01,No,0,Nortfarma,PADRE-00292,presentacion,solución salina 100ml
FAR-002897,Nortfarma Apósito transpirable tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,13.50,Yes,40,Nortfarma,PADRE-00815,presentacion,tiras surtidas 30 unidades
FAR-003447,Cronos Pharma Espuma limpiadora gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,16.24,Yes,0,Cronos Pharma,PADRE-01137,presentacion,gel 200ml
FAR-002104,Aliviax Espuma limpiadora gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,12.13,Yes,0,Aliviax,PADRE-01136,presentacion,gel 150ml
FAR-000131,Bruma Salud Naproxeno 600mg 20 comprimidos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,16.99,Yes,0,Bruma Salud,PADRE-00057,presentacion,600mg 20 comprimidos
FAR-000836,Bienestar Plus Multivitamínico mujer 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,19.93,No,15,Bienestar Plus,PADRE-00414,presentacion,30 comprimidos
FAR-000839,Farmalia Omeprazol suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,4.69,Yes,0,Farmalia,PADRE-00181,presentacion,suspensión oral 200ml
FAR-000864,Farmalia Magnesio bisglicinato 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,12.47,No,0,Farmalia,PADRE-00483,presentacion,500mg 60 comprimidos
FAR-002203,Aliviax Colutorio sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,6.95,No,0,Aliviax,PADRE-00972,presentacion,500ml
FAR-000251,Nortfarma Muñequera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,8.39,Yes,0,Nortfarma,PADRE-01192,presentacion,coderas talla M
FAR-004437,Bienestar Plus Jarabe expectorante 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,14.59,Yes,10,Bienestar Plus,PADRE-00100,presentacion,120ml
FAR-002036,Cronos Pharma Loción antiimperfecciones loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,27.50,Yes,0,Cronos Pharma,PADRE-01147,presentacion,loción 100ml
FAR-002870,MediCare Plus Toallitas sensitive 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,8.10,Yes,30,MediCare Plus,PADRE-01057,presentacion,84 unidades
FAR-003761,Salutia Hidratante intensiva crema 200ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,4.81,Yes,25,Salutia,PADRE-00568,presentacion,crema 200ml
FAR-000647,Herbolar Termómetro digital infantil 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,2.96,Yes,0,Herbolar,PADRE-00855,presentacion,infantil 1 unidad
FAR-004282,Vitaxel Clorhexidina spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,9.44,No,40,Vitaxel,PADRE-00727,presentacion,spray 60ml
FAR-000471,Cronos Pharma Loratadina 10mg 10 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,3.95,No,0,Cronos Pharma,PADRE-00196,presentacion,10mg 10 comprimidos
FAR-000425,Botica Real Xilometazolina infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,2.14,No,0,Botica Real,PADRE-00283,presentacion,infantil spray 15ml
FAR-000563,Botica Real Multivitamínico adultos 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,30.11,Yes,0,Botica Real,PADRE-00384,presentacion,24 comprimidos masticables
FAR-003782,Herbolar Gel purificante gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,22.06,Yes,40,Herbolar,PADRE-01102,presentacion,gel 200ml
FAR-002212,Bruma Salud Tobillera de compresión muñequera talla L,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,19.80,Yes,0,Bruma Salud,PADRE-01181,presentacion,muñequera talla L
FAR-001844,Vitaxel Agua de mar infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,6.97,Yes,0,Vitaxel,PADRE-00286,presentacion,infantil spray 15ml
FAR-000367,Herbolar Hidratante piel atópica crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,6.43,Yes,0,Herbolar,PADRE-00572,presentacion,crema intensiva 100ml
FAR-002128,Farmalia Rodillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,12.25,No,0,Farmalia,PADRE-01205,presentacion,coderas talla M
FAR-002060,Bienestar Plus Agua de mar spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,13.72,Yes,0,Bienestar Plus,PADRE-00297,presentacion,spray 20ml
FAR-004705,Cronos Pharma Colutorio blanqueante sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,9.23,Yes,0,Cronos Pharma,PADRE-01003,presentacion,sin alcohol 500ml
FAR-000264,"Aliviax Pañal active dry talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,19.68,No,5,Aliviax,PADRE-01022,presentacion,"talla 3, 42 unidades"
FAR-000169,Bruma Salud Rodillera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,13.49,Yes,0,Bruma Salud,PADRE-01211,presentacion,10cm x 4m
FAR-000291,Farmalia Naproxeno 500mg 16 comprimidos recubiertos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,13.70,Yes,0,Farmalia,PADRE-00051,presentacion,500mg 16 comprimidos recubiertos
FAR-000138,Bruma Salud Vitamina C goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,22.10,Yes,0,Bruma Salud,PADRE-00328,presentacion,goma de mascar 60 unidades
FAR-001455,Cronos Pharma Pasta blanqueante sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,5.37,Yes,15,Cronos Pharma,PADRE-00889,presentacion,sensitive 75ml
FAR-003412,PuntoFarma Apósito infantil tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,7.07,Yes,0,PuntoFarma,PADRE-00831,presentacion,tiras surtidas 30 unidades
FAR-004097,Aliviax Tobillera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,8.50,Yes,0,Aliviax,PADRE-01173,presentacion,10cm x 4m
FAR-003072,Aliviax Hidratante urea crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,15.16,Yes,0,Aliviax,PADRE-00592,presentacion,crema intensiva 100ml
FAR-002783,Nortfarma Ebastina gotas 20ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,14.36,Yes,25,Nortfarma,PADRE-00254,presentacion,gotas 20ml
FAR-000846,Cronos Pharma Champú anticaspa 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,8.57,Yes,50,Cronos Pharma,PADRE-00674,presentacion,300ml
FAR-004277,PuntoFarma Solar facial spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,3.29,Yes,0,PuntoFarma,PADRE-00623,presentacion,spray SPF50 150ml
FAR-002912,Botica Real Colutorio sin alcohol sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,7.74,Yes,0,Botica Real,PADRE-00975,presentacion,sin alcohol 500ml
FAR-000990,Vitalnova Magnesio 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,26.31,Yes,10,Vitalnova,PADRE-00436,presentacion,500mg 60 comprimidos
FAR-001096,Nortfarma Gel seborregulador espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,21.39,Yes,10,Nortfarma,PADRE-01113,presentacion,espuma limpiadora 150ml
FAR-004663,Aliviax Suero fisiológico spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,17.39,No,0,Aliviax,PADRE-00264,presentacion,spray 15ml
FAR-002389,Cronos Pharma Tobillera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,5.33,Yes,0,Cronos Pharma,PADRE-01171,presentacion,10cm x 4m
FAR-000091,Bruma Salud Jarabe pectoral sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,10.08,Yes,0,Bruma Salud,PADRE-00122,presentacion,sin azúcar 150ml
FAR-002290,Aliviax Champú fortalecedor 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,10.98,Yes,50,Aliviax,PADRE-00683,presentacion,250ml
FAR-003792,Farmoderma Alcohol 70% spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,5.06,Yes,25,Farmoderma,PADRE-00768,presentacion,spray 100ml
FAR-004334,Bienestar Plus Oximetazolina solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,2.38,Yes,0,Bienestar Plus,PADRE-00306,presentacion,solución salina 100ml
FAR-001562,Aliviax Ibuprofeno 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,4.04,Yes,0,Aliviax,PADRE-00027,presentacion,400mg 30 cápsulas
FAR-004960,Norvital Tobillera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,19.83,Yes,0,Norvital,PADRE-01174,presentacion,10cm x 4m
FAR-000255,Herbolar Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.88,Yes,0,Herbolar,PADRE-00261,presentacion,infantil spray 15ml
FAR-003519,Farmoderma Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,3.16,Yes,0,Farmoderma,PADRE-01177,presentacion,coderas talla M
FAR-004040,PuntoFarma Ibuprofeno 500mg 16 comprimidos recubiertos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,3.02,No,20,PuntoFarma,PADRE-00026,presentacion,500mg 16 comprimidos recubiertos
FAR-000073,Farmalia Vitamina D3 + K2 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,16.72,Yes,0,Farmalia,PADRE-00524,presentacion,25mcg 30 cápsulas
FAR-002758,Herbolar Pasta blanqueante sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,3.16,Yes,5,Herbolar,PADRE-00892,presentacion,sensitive 75ml
FAR-004453,PuntoFarma Alcohol 70% spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,10.11,Yes,0,PuntoFarma,PADRE-00772,presentacion,spray 60ml
FAR-004857,Vitalnova Multivitamínico senior 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,7.11,Yes,0,Vitalnova,PADRE-00402,presentacion,24 comprimidos masticables
FAR-003083,Herbolar Alcohol 70% solución 250ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,13.12,Yes,0,Herbolar,PADRE-00773,presentacion,solución 250ml
FAR-002864,Botica Real Pasta sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,10.08,Yes,0,Botica Real,PADRE-00907,presentacion,75ml
FAR-001781,Herbolar Hidratante urea crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,24.53,Yes,40,Herbolar,PADRE-00595,presentacion,crema intensiva 100ml
FAR-004552,Herbolar Magnesio con vitamina B6 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,5.64,Yes,0,Herbolar,PADRE-00453,presentacion,500mg 60 comprimidos
FAR-004995,Vitalnova Vitamina C con zinc goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,32.73,Yes,0,Vitalnova,PADRE-00333,presentacion,goma de mascar 60 unidades
FAR-002279,Nortfarma Jarabe pectoral infantil 100ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,10.00,No,30,Nortfarma,PADRE-00133,presentacion,infantil 100ml
FAR-004409,Farmalia Hidratante clásica crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,21.75,No,25,Farmalia,PADRE-00543,presentacion,crema intensiva 100ml
FAR-002915,Botica Real Colutorio sin alcohol encías sensibles 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,3.29,Yes,0,Botica Real,PADRE-00975,presentacion,encías sensibles 250ml
FAR-003456,Bienestar Plus Champú anticaída 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,14.64,Yes,0,Bienestar Plus,PADRE-00714,presentacion,500ml
FAR-003237,PuntoFarma Magnesio bisglicinato sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,22.06,Yes,50,PuntoFarma,PADRE-00488,presentacion,sobres 20 unidades
FAR-003778,Aliviax Clorhexidina spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,13.00,Yes,10,Aliviax,PADRE-00729,presentacion,spray 100ml
FAR-004634,Botica Real Jarabe balsámico sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,17.14,No,5,Botica Real,PADRE-00084,presentacion,sin azúcar 150ml
FAR-002816,Bienestar Plus Colutorio sin alcohol 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,4.92,Yes,0,Bienestar Plus,PADRE-00971,presentacion,250ml
FAR-001521,Farmalia Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,7.78,Yes,0,Farmalia,PADRE-01175,presentacion,coderas talla M
FAR-001928,PuntoFarma Vitamina C liposomal 1000mg 10 sobres,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,20.23,Yes,0,PuntoFarma,PADRE-00355,presentacion,1000mg 10 sobres
FAR-004550,Farmalia Jarabe pectoral 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,9.68,Yes,50,Farmalia,PADRE-00135,presentacion,200ml
FAR-001689,Vitaxel Vitamina C liposomal 1000mg 20 comprimidos efervescentes,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,7.78,Yes,0,Vitaxel,PADRE-00350,presentacion,1000mg 20 comprimidos efervescentes
FAR-001081,Herbolar Solar corporal SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,20.74,Yes,0,Herbolar,PADRE-00601,presentacion,SPF30 200ml
FAR-003913,Vitalnova Oximetazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,17.06,Yes,0,Vitalnova,PADRE-00308,presentacion,spray 20ml
FAR-002091,Farmalia Apósito transpirable caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,14.81,Yes,50,Farmalia,PADRE-00822,presentacion,caja 40 unidades
FAR-000648,Herbolar Termómetro digital frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,4.99,Yes,0,Herbolar,PADRE-00855,presentacion,frontal 1 unidad
FAR-002943,Aliviax Vitamina D3 + K2 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,17.45,Yes,5,Aliviax,PADRE-00514,presentacion,25mcg 30 cápsulas
FAR-000730,Bienestar Plus Apósito estándar caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,11.02,Yes,0,Bienestar Plus,PADRE-00792,presentacion,caja 20 unidades
FAR-003055,Herbolar Champú anticaída 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,16.66,Yes,0,Herbolar,PADRE-00717,presentacion,500ml
FAR-004898,Nortfarma Solar facial SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,21.88,Yes,50,Nortfarma,PADRE-00618,presentacion,SPF50 crema facial 50ml
FAR-002214,Cronos Pharma Multivitamínico adultos 60 cápsulas,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,25.21,Yes,0,Cronos Pharma,PADRE-00386,presentacion,60 cápsulas
FAR-000267,Salutia Champú suave 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,20.38,Yes,0,Salutia,PADRE-00704,presentacion,250ml
FAR-003744,Aliviax Toallitas sensitive 72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,7.51,Yes,0,Aliviax,PADRE-01064,presentacion,72 unidades
FAR-000745,Salutia Apósito transpirable caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,4.11,Yes,15,Salutia,PADRE-00824,presentacion,caja 40 unidades
FAR-001465,Botica Real Champú fortalecedor 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,11.43,Yes,0,Botica Real,PADRE-00687,presentacion,300ml
FAR-000662,Farmoderma Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,3.41,No,0,Farmoderma,PADRE-00266,presentacion,infantil spray 15ml
FAR-004418,Bruma Salud Apósito resistente al agua resistente al agua 15 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,6.27,Yes,5,Bruma Salud,PADRE-00808,presentacion,resistente al agua 15 unidades
FAR-003855,Bienestar Plus Magnesio marino 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,10.62,No,25,Bienestar Plus,PADRE-00477,presentacion,300mg 30 comprimidos
FAR-003756,Cronos Pharma Champú suave 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,9.27,Yes,5,Cronos Pharma,PADRE-00696,presentacion,250ml
FAR-003615,Vitalnova Magnesio bisglicinato 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,15.92,Yes,0,Vitalnova,PADRE-00484,presentacion,300mg 30 comprimidos
FAR-001460,Farmoderma Termómetro frontal frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,7.77,No,0,Farmoderma,PADRE-00858,presentacion,frontal 1 unidad
FAR-004685,MediCare Plus Vitamina C forte 1000mg 10 sobres,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,7.37,Yes,0,MediCare Plus,PADRE-00368,presentacion,1000mg 10 sobres
FAR-002054,Farmalia Metamizol 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,10.10,Yes,0,Farmalia,PADRE-00074,presentacion,1g 12 comprimidos efervescentes
FAR-002011,Farmalia Agua oxigenada spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,4.03,Yes,5,Farmalia,PADRE-00758,presentacion,spray 100ml
FAR-003052,Herbolar Champú anticaída 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,14.79,Yes,0,Herbolar,PADRE-00717,presentacion,250ml
FAR-004178,Vitalnova Almagato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,11.88,Yes,0,Vitalnova,PADRE-00149,presentacion,30 comprimidos masticables
FAR-000593,PuntoFarma Vitamina D3 + K2 2000ui gotas 15ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,33.18,Yes,5,PuntoFarma,PADRE-00519,presentacion,2000ui gotas 15ml
FAR-003947,MediCare Plus Solar deportistas SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,21.72,Yes,0,MediCare Plus,PADRE-00657,presentacion,SPF30 200ml
FAR-001373,Farmoderma Multivitamínico senior gotas 30ml,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,24.74,Yes,0,Farmoderma,PADRE-00396,presentacion,gotas 30ml
FAR-003502,MediCare Plus Colutorio encías 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,11.25,Yes,0,MediCare Plus,PADRE-00985,presentacion,250ml
FAR-000844,Salutia Vitamina C forte 1000mg 20 comprimidos efervescentes,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,25.65,Yes,0,Salutia,PADRE-00366,presentacion,1000mg 20 comprimidos efervescentes
FAR-004013,Herbolar Loción antiimperfecciones loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,27.72,Yes,25,Herbolar,PADRE-01150,presentacion,loción 100ml
FAR-004548,Farmalia Jarabe pectoral 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,16.39,Yes,0,Farmalia,PADRE-00135,presentacion,120ml
FAR-002965,Norvital Multivitamínico adultos 60 cápsulas,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,33.60,Yes,5,Norvital,PADRE-00381,presentacion,60 cápsulas
FAR-004420,Norvital Toallitas dermo 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,20.58,Yes,15,Norvital,PADRE-01095,presentacion,84 unidades
