sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ALI-000322,Lasaña congelada boloñesa,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,6.61,Yes,0,Cesta Rústica
ROP-000221,Vestido largo liso negro,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,168.94,Yes,0,Costura 21
ALI-000587,Yogur natural pack 4 unidades,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,27.25,Yes,70,Delicia Natural
ROP-000251,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,65.07,Yes,0,TrazoBlue
ROP-000314,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,149.51,Yes,0,TrazoBlue
ROP-000128,Sudadera con capucha negra,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,126.94,Yes,40,SolTejido
ALI-000462,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,6.80,Yes,0,Huerta Real
ROP-000104,Bufanda de lana de punto grueso,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,127.69,Yes,60,TrazoBlue
ELE-000174,Ventilador de torre bajo consumo,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,299.23,No,0,Confort Total
ROP-000397,Pantalón vaquero regular fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,115.29,No,0,TelaViva
ELE-000381,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,343.91,Yes,0,TecnoCasa
ALI-000651,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,17.33,Yes,0,Verde Cosecha
ELE-000320,Aspiradora sin cable con filtro HEPA,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1336.39,No,0,Confort Total
ELE-000302,Robot aspirador con mopa,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1475.45,Yes,15,Confort Total
JOY-000109,Anillo ajustable trenzado,"Anillo de plata de talla ajustable, cómodo para uso diario.",Joyería,Anillos,Anillos de plata,Anillo ajustable,1684.45,Yes,5,Aurea Diseño
ROP-000661,Sujetador con aros negro,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,29.90,Yes,0,UrbanCotto
ALI-000217,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,1.12,Yes,70,Sabores del Sur
ROP-000591,Zapatillas deportivas con memory foam,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,77.01,Yes,0,NordVía
ROP-000044,Vestido largo fiesta,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,103.12,Yes,0,NordVía
ELE-000182,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,1010.04,Yes,15,NordLine
ALI-000572,Lasaña congelada familiar,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,4.50,No,5,Sabores del Sur
ELE-000341,Batidora de mano inoxidable,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1163.51,Yes,0,Aire Puro
ROP-000157,Camiseta infantil estampada unicornios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,111.55,Yes,0,Alta Fibra
ALI-000446,Refresco de cola sin azúcar,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,24.42,Yes,0,Campo Fresco
ELE-000141,Horno eléctrico 60cm,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,836.28,Yes,15,TecnoCasa
ROP-000137,Camiseta infantil estampada pack 2 unidades,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,116.28,Yes,0,Estilo Urbano
JOY-000110,Pulsera de eslabones plata 925,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,282.38,Yes,20,Aurea Diseño
JOY-000191,Pendientes de perla clásicos,"Pendientes elegantes con perla natural, acabado delicado y atemporal.",Joyería,Pendientes,Pendientes de perla,Pendientes de perla,704.23,Yes,0,Joyas del Valle
ELE-000105,Frigorífico combi 185cm,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,1245.27,Yes,20,Confort Total
ALI-000326,Tomates cherry,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,3.72,Yes,0,La Espiga Dorada
ALI-000366,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,25.56,Yes,50,Campo Fresco
ALI-000593,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,14.38,No,0,Sabor Norte
ROP-000469,Camiseta básica algodón manga corta blanca,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,122.31,No,40,Modaline
ALI-000227,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,26.00,No,0,Punto Sabor
JOY-000046,Pulsera de eslabones gruesa,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,1787.03,Yes,0,Gema Pura
ALI-000448,Helado de vainilla con trozos de chocolate,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,8.79,Yes,0,La Tahona Azul
JOY-000142,Anillo ajustable minimalista,"Anillo de plata de talla ajustable, cómodo para uso diario.",Joyería,Anillos,Anillos de plata,Anillo ajustable,1731.01,Yes,0,Aurea Diseño
ELE-000208,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,126.63,Yes,40,Confort Total
ALI-000253,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,18.46,Yes,20,Cesta Rústica
ROP-000544,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,45.80,Yes,0,UrbanCotto
ROP-000076,Bufanda de lana con flecos,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,82.11,No,30,Prenda Libre
ALI-000270,Yogur natural con bífidus,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,13.07,Yes,0,Cesta Rústica
ROP-000401,Bufanda de lana de punto grueso,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,129.59,Yes,0,Estilo Urbano
ROP-000069,Sujetador sin aros negro,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,150.20,Yes,0,TelaViva
ALI-000481,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,18.56,Yes,0,Nutrivida
ROP-000306,Gorro de punto de lana merino,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,70.02,Yes,0,Modaline
ELE-000124,Batidora de mano inoxidable,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,77.93,Yes,0,NordLine
ROP-000440,Camiseta básica algodón manga corta blanca,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,113.55,No,0,TrazoBlue
ALI-000582,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,0.72,No,30,Sabor Norte
ALI-000048,Tomates rama,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,8.32,No,20,La Tahona Azul
ROP-000151,Sudadera con capucha estampada,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,26.94,Yes,0,NordVía
ROP-000184,Sudadera sin capucha cuello redondo,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,26.32,Yes,20,Estilo Urbano
ROP-000457,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,160.15,Yes,0,Modaline
ROP-000021,Vestido largo estampado floral,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,133.58,No,0,TelaViva
ROP-000579,Sujetador con aros blanco,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,21.43,Yes,0,Costura 21
ALI-000342,Tomates cherry,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,3.96,No,0,Cesta Rústica
ROP-000498,Sujetador sin aros de algodón,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,137.05,Yes,0,Hilo & Forma
ROP-000580,Sudadera sin capucha básica blanca,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,198.43,Yes,0,Estilo Urbano
ALI-000320,Tomates cherry,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,10.95,Yes,25,La Tahona Azul
ALI-000061,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,23.73,Yes,50,La Espiga Dorada
ROP-000258,Sudadera sin capucha con logo bordado,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,26.39,Yes,0,Modaline
ELE-000365,Aire acondicionado Split 1x1 bomba de calor,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,167.99,Yes,0,NordLine
ROP-000225,Camiseta infantil estampada rayas,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,26.89,Yes,10,TrazoBlue
ALI-000646,Helado de vainilla bajo en azúcar,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,15.37,Yes,20,Grano de Oro
ELE-000138,Aspiradora sin cable ligera,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1171.55,Yes,25,Aire Puro
ALI-000598,Queso curado de oveja,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,8.57,Yes,0,Nutrivida
ALI-000623,Queso curado de cabra,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,12.77,Yes,50,Sabor Norte
ELE-000339,Aire acondicionado Split 1x1 bomba de calor,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,701.83,Yes,70,CasaFácil
ROP-000385,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,171.49,Yes,0,Hilo & Forma
ELE-000132,Aspiradora sin cable recargable,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,405.80,Yes,0,TecnoCasa
ALI-000426,Yogur natural sin azúcar,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,21.80,Yes,0,Nutrivida
ALI-000171,Yogur natural pack 4 unidades,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,26.18,Yes,0,Cesta Rústica
ELE-000298,Horno eléctrico 60cm,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,667.35,Yes,60,Confort Total
ROP-000450,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,180.77,Yes,70,Estilo Urbano
ROP-000297,Sujetador con aros con encaje,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,36.58,Yes,40,Costura 21
ROP-000594,Sudadera sin capucha con logo bordado,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,28.02,Yes,0,Estilo Urbano
ALI-000161,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,27.09,Yes,0,Nutrivida
ROP-000471,Vestido largo fiesta,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,102.55,Yes,0,Hilo & Forma
ROP-000654,Gorro de punto térmico,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,24.86,Yes,0,NordVía
ALI-000067,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,27.04,Yes,0,Sabores del Sur
ROP-000126,Camiseta infantil estampada dinosaurios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,18.73,Yes,60,Hilo & Forma
ALI-000524,Manzanas ecológicas,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,24.28,Yes,5,Grano de Oro
ROP-000099,Sudadera sin capucha cuello redondo,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,20.64,Yes,0,Modaline
ROP-000679,Abrigo de invierno infantil con capucha,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,108.85,Yes,0,Alta Fibra
ALI-000349,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,13.98,Yes,0,Sabores del Sur
JOY-000163,Cadena fina de oro delicada,"Cadena de oro de acabado fino, ideal para uso diario o combinar con colgantes.",Joyería,Collares,Collares de oro,Cadena fina,344.52,Yes,10,Aurea Diseño
ROP-000391,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,113.38,Yes,15,TrazoBlue
ALI-000432,Helado de vainilla tarrina 1L,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,6.02,Yes,0,La Tahona Azul
ROP-000322,Sujetador con aros push up,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,140.78,Yes,0,TrazoBlue
ELE-000121,Aire acondicionado Split 1x1 wifi,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,602.82,Yes,60,HogarTech
ROP-000247,Zapatillas deportivas de malla transpirable,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,194.91,Yes,0,TrazoBlue
ALI-000311,Pan integral multicereales,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,22.31,Yes,0,Verde Cosecha
ROP-000211,Camiseta infantil estampada algodón orgánico,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,162.56,No,0,TelaViva
JOY-000017,Pendientes de perla clásicos,"Pendientes elegantes con perla natural, acabado delicado y atemporal.",Joyería,Pendientes,Pendientes de perla,Pendientes de perla,1847.87,Yes,40,Orfebre Real
ALI-000655,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,18.68,Yes,0,Sabor Norte
ALI-000698,Pan integral 100% centeno,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,7.09,Yes,25,Sabores del Sur
ROP-000003,Zapatillas deportivas running,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,45.32,No,0,Prenda Libre
JOY-000008,Anillo ajustable doble banda,"Anillo de plata de talla ajustable, cómodo para uso diario.",Joyería,Anillos,Anillos de plata,Anillo ajustable,134.90,Yes,0,Gema Pura
ROP-000443,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,171.60,Yes,0,Estilo Urbano
ROP-000275,Sudadera con capucha de algodón orgánico,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,37.97,Yes,70,SolTejido
ROP-000097,Sudadera sin capucha de algodón,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,6.60,Yes,0,Hilo & Forma
ROP-000409,Bufanda de lana de punto grueso,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,164.32,No,0,TrazoBlue
ALI-000674,Refresco de cola sin azúcar,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,24.95,No,40,La Tahona Azul
ROP-000520,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,133.31,Yes,0,SolTejido
ELE-000210,Robot aspirador autovaciado,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,182.85,Yes,5,HogarTech
ROP-000162,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,196.06,Yes,30,Alta Fibra
ROP-000505,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,193.77,Yes,0,TrazoBlue
JOY-000140,Reloj de pulsera clásico unisex,Reloj de diseño clásico con maquinaria de precisión y acabado elegante.,Joyería,Relojes,Relojes analógicos,Reloj de pulsera clásico,800.72,Yes,0,Orfebre Real
ELE-000293,Secador iónico con difusor,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,1260.96,Yes,0,TecnoCasa
ELE-000377,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,43.08,Yes,0,TecnoCasa
ELE-000092,Aspiradora sin cable 2 en 1,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1490.17,Yes,30,CocinaSmart
ALI-000590,Tomates rama,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,3.38,Yes,0,Delicia Natural
ROP-000553,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,36.46,Yes,0,UrbanCotto
ALI-000131,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,2.87,Yes,0,Nutrivida
ALI-000453,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,15.71,Yes,30,Sabores del Sur
ELE-000322,Robot aspirador con mopa,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,286.26,Yes,30,NordLine
ELE-000053,Ventilador de torre con mando a distancia,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,1092.98,Yes,20,CocinaSmart
ALI-000038,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,26.01,No,0,Campo Fresco
ALI-000461,Pan integral con semillas,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,18.96,Yes,40,Sabores del Sur
ALI-000454,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,17.67,No,10,Grano de Oro
ALI-000199,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,28.72,Yes,0,Verde Cosecha
JOY-000092,Pendientes largos con borla,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,1450.18,Yes,60,Plata del Norte
ROP-000601,Pantalón vaquero negro,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,167.72,Yes,0,TelaViva
ROP-000527,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,104.97,Yes,50,Modaline
ROP-000248,Sujetador sin aros con encaje,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,157.94,Yes,60,Vestir Norte
ALI-000547,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,25.28,Yes,0,La Tahona Azul
ELE-000245,Horno eléctrico 60cm,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,61.51,Yes,0,Aire Puro
ALI-000266,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,13.39,Yes,0,Grano de Oro
ROP-000646,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,81.41,Yes,5,UrbanCotto
ROP-000149,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,100.13,Yes,0,Alta Fibra
ELE-000202,Frigorífico combi con dispensador de agua,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,1468.57,Yes,10,Impulso Hogar
ALI-000039,Queso curado añejo,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,27.83,Yes,0,Delicia Natural
ALI-000425,Zumo de naranja con pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,13.93,Yes,0,Grano de Oro
ROP-000134,Pantalón vaquero negro,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,192.17,Yes,0,TelaViva
JOY-000116,Pendientes largos bohemios,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,720.68,Yes,0,Esencia de Oro
ALI-000559,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,13.34,No,0,Punto Sabor
JOY-000036,Reloj de pulsera clásico correa de piel,Reloj de diseño clásico con maquinaria de precisión y acabado elegante.,Joyería,Relojes,Relojes analógicos,Reloj de pulsera clásico,62.44,Yes,0,Orfebre Real
ROP-000689,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,49.88,Yes,0,Modaline
ALI-000372,Manzanas Fuji,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,3.96,No,0,Cesta Rústica
ROP-000117,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,125.85,Yes,0,UrbanCotto
ROP-000539,Abrigo de invierno infantil acolchado,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,196.53,Yes,0,Hilo & Forma
ALI-000094,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,22.68,Yes,0,Delicia Natural
ROP-000676,Sudadera con capucha negra,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,132.70,No,0,Vestir Norte
ROP-000328,Vestido largo de lino,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,86.66,Yes,0,Modaline
ALI-000567,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,7.51,Yes,30,Cesta Rústica
ALI-000381,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,28.74,Yes,10,Punto Sabor
ELE-000194,Cafetera de cápsulas con espumador de leche,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,256.80,Yes,60,HogarTech
ELE-000011,Frigorífico combi clase energética A++,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,1292.37,Yes,0,Aire Puro
JOY-000119,Pendientes de tachuela diminutos,"Pendientes pequeños y discretos, ideales para el uso diario.",Joyería,Pendientes,Pendientes de diamante,Pendientes de tachuela,1681.84,No,0,Reflejo Fino
